-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 08/01/2018 through 03/24/2019 
Location: Latitude  41.3963   Longitude 2.1748 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 302.35 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/hour) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
-END HEADER-
YEAR,MO,DY,HR,PS,WS10M,QV2M,PRECTOTCORR,T2M
2018,8,20,0,98.42,1.88,12.39,0.0,21.96
2018,8,20,1,98.39,2.24,12.08,0.0,21.29
2018,8,20,2,98.37,2.55,11.6,0.0,20.78
2018,8,20,3,98.36,2.73,10.99,0.0,20.34
2018,8,20,4,98.36,2.84,10.44,0.0,19.94
2018,8,20,5,98.38,2.73,10.38,0.0,20.3
2018,8,20,6,98.39,2.82,9.7,0.0,23.14
2018,8,20,7,98.39,1.51,9.28,0.0,25.71
2018,8,20,8,98.38,2.03,10.07,0.0,28.17
2018,8,20,9,98.36,2.29,10.68,0.0,29.42
2018,8,20,10,98.32,2.28,10.62,0.0,30.5
2018,8,20,11,98.27,2.3,10.56,0.0,31.36
2018,8,20,12,98.23,2.6,10.62,0.0,31.87
2018,8,20,13,98.17,3.12,10.68,0.0,32.01
2018,8,20,14,98.13,3.69,10.8,0.0,31.69
2018,8,20,15,98.1,4.15,10.99,0.0,30.73
2018,8,20,16,98.11,4.73,11.23,0.0,29.37
2018,8,20,17,98.12,4.98,12.02,0.0,27.37
2018,8,20,18,98.18,4.08,13.31,0.01,25.08
2018,8,20,19,98.25,2.98,14.04,0.01,23.69
2018,8,20,20,98.3,1.37,14.4,0.01,23.02
2018,8,20,21,98.3,0.46,14.16,0.02,22.73
2018,8,20,22,98.29,1.11,13.79,0.02,22.58
2018,8,20,23,98.28,1.75,13.31,0.02,22.16
2018,8,21,0,98.25,2.18,12.76,0.01,21.78
2018,8,21,1,98.22,2.47,12.15,0.01,21.4
2018,8,21,2,98.2,2.62,11.6,0.01,21.1
2018,8,21,3,98.2,2.56,11.17,0.0,20.95
2018,8,21,4,98.2,2.42,10.8,0.0,20.96
2018,8,21,5,98.22,2.27,10.99,0.0,21.33
2018,8,21,6,98.23,2.34,11.05,0.0,23.77
2018,8,21,7,98.24,1.32,10.01,0.0,26.19
2018,8,21,8,98.24,0.89,10.13,0.01,28.58
2018,8,21,9,98.23,1.84,10.5,0.01,29.77
2018,8,21,10,98.21,2.46,10.68,0.02,30.56
2018,8,21,11,98.16,2.9,10.86,0.02,31.05
2018,8,21,12,98.13,3.25,10.99,0.02,31.26
2018,8,21,13,98.09,3.47,11.11,0.03,31.18
2018,8,21,14,98.06,3.52,11.11,0.04,30.63
2018,8,21,15,98.05,3.5,11.23,0.03,29.77
2018,8,21,16,98.04,3.69,11.35,0.02,29.08
2018,8,21,17,98.04,3.63,11.9,0.02,27.64
2018,8,21,18,98.05,2.71,13.37,0.02,25.3
2018,8,21,19,98.1,2.24,13.92,0.03,23.98
2018,8,21,20,98.14,1.82,14.22,0.05,23.3
2018,8,21,21,98.14,1.55,14.22,0.07,22.95
2018,8,21,22,98.14,1.52,14.1,0.09,22.81
2018,8,21,23,98.15,1.69,13.85,0.08,22.57
2018,8,22,0,98.14,1.88,13.61,0.06,22.32
2018,8,22,1,98.11,2.02,13.24,0.04,22.12
2018,8,22,2,98.1,2.13,12.82,0.03,21.98
2018,8,22,3,98.08,2.24,12.39,0.02,21.69
2018,8,22,4,98.08,2.48,12.02,0.01,21.16
2018,8,22,5,98.11,2.67,12.08,0.01,21.19
2018,8,22,6,98.14,3.25,11.9,0.01,23.4
2018,8,22,7,98.16,3.25,11.29,0.02,25.39
2018,8,22,8,98.18,3.22,10.62,0.04,27.81
2018,8,22,9,98.19,3.23,10.56,0.03,29.06
2018,8,22,10,98.17,3.19,10.68,0.03,29.87
2018,8,22,11,98.15,3.22,10.74,0.03,30.47
2018,8,22,12,98.12,3.33,10.74,0.04,30.81
2018,8,22,13,98.09,3.46,10.8,0.07,30.88
2018,8,22,14,98.06,3.63,10.86,0.08,30.65
2018,8,22,15,98.05,3.79,10.99,0.09,30.06
2018,8,22,16,98.07,3.99,11.11,0.09,29.0
2018,8,22,17,98.09,4.04,11.6,0.09,27.16
2018,8,22,18,98.14,2.86,12.82,0.01,24.45
2018,8,22,19,98.19,2.04,13.31,0.01,23.08
2018,8,22,20,98.23,1.45,13.31,0.02,22.62
2018,8,22,21,98.23,0.77,13.0,0.02,22.79
2018,8,22,22,98.23,0.6,13.0,0.02,22.75
2018,8,22,23,98.21,1.0,12.82,0.02,22.4
2018,8,23,0,98.17,1.42,12.76,0.02,22.01
2018,8,23,1,98.12,1.73,12.63,0.02,21.73
2018,8,23,2,98.09,1.92,12.51,0.02,21.55
2018,8,23,3,98.06,1.95,12.21,0.02,21.42
2018,8,23,4,98.05,1.91,11.9,0.02,21.26
2018,8,23,5,98.06,1.83,11.96,0.02,21.45
2018,8,23,6,98.09,1.9,11.9,0.02,23.64
2018,8,23,7,98.11,1.65,11.23,0.02,26.19
2018,8,23,8,98.12,1.28,11.23,0.02,28.61
2018,8,23,9,98.12,0.65,11.41,0.02,30.11
2018,8,23,10,98.09,1.49,11.29,0.02,31.15
2018,8,23,11,98.06,2.52,11.47,0.01,31.62
2018,8,23,12,98.04,3.26,11.6,0.01,31.77
2018,8,23,13,98.03,3.69,11.78,0.02,30.83
2018,8,23,14,98.02,3.79,12.15,0.03,29.99
2018,8,23,15,98.01,3.47,12.45,0.03,29.08
2018,8,23,16,98.01,3.04,12.82,0.03,28.18
2018,8,23,17,98.03,2.39,13.55,0.03,27.04
2018,8,23,18,98.07,1.75,14.28,0.02,25.79
2018,8,23,19,98.12,1.3,14.59,0.04,25.11
2018,8,23,20,98.14,0.81,14.83,0.05,24.72
2018,8,23,21,98.15,0.31,14.65,0.05,24.51
2018,8,23,22,98.13,0.4,14.28,0.04,24.3
2018,8,23,23,98.1,0.77,13.92,0.03,23.87
2018,8,24,0,98.05,0.98,13.61,0.03,23.45
2018,8,24,1,98.02,1.07,13.31,0.01,23.08
2018,8,24,2,97.99,1.04,12.94,0.0,22.77
2018,8,24,3,97.98,0.92,12.63,0.0,22.56
2018,8,24,4,98.0,0.8,12.45,0.0,22.29
2018,8,24,5,98.04,0.79,12.7,0.0,22.19
2018,8,24,6,98.08,1.4,13.06,0.0,23.64
2018,8,24,7,98.12,2.58,13.37,0.01,25.11
2018,8,24,8,98.16,3.26,13.49,0.01,26.31
2018,8,24,9,98.17,3.51,13.37,0.01,27.3
2018,8,24,10,98.14,3.82,13.06,0.01,28.11
2018,8,24,11,98.08,4.26,12.82,0.02,28.82
2018,8,24,12,98.04,4.57,12.51,0.03,29.31
2018,8,24,13,97.98,4.79,12.21,0.04,29.71
2018,8,24,14,97.93,4.84,11.78,0.03,29.87
2018,8,24,15,97.89,4.87,11.54,0.02,29.48
2018,8,24,16,97.87,5.33,11.9,0.01,28.29
2018,8,24,17,97.89,5.78,13.0,0.02,26.47
2018,8,24,18,97.94,5.6,14.16,0.02,24.48
2018,8,24,19,98.01,5.36,15.08,0.03,23.16
2018,8,24,20,98.05,5.3,15.5,0.04,22.5
2018,8,24,21,98.05,4.86,15.56,0.03,22.24
2018,8,24,22,98.05,4.26,15.2,0.04,22.03
2018,8,24,23,98.04,3.85,14.83,0.05,21.91
2018,8,25,0,98.01,3.56,14.71,0.06,21.87
2018,8,25,1,97.97,3.28,14.65,0.07,21.76
2018,8,25,2,97.94,3.11,14.59,0.08,21.56
2018,8,25,3,97.91,3.1,14.47,0.08,21.31
2018,8,25,4,97.9,3.14,14.22,0.08,20.92
2018,8,25,5,97.93,3.61,13.92,0.07,20.7
2018,8,25,6,97.97,4.57,13.73,0.06,21.13
2018,8,25,7,97.99,4.93,13.49,0.05,21.67
2018,8,25,8,98.01,4.85,13.18,0.04,22.51
2018,8,25,9,98.02,4.62,12.88,0.04,23.62
2018,8,25,10,97.99,4.59,12.7,0.05,24.25
2018,8,25,11,97.96,4.44,12.57,0.05,24.83
2018,8,25,12,97.93,4.18,12.27,0.05,24.97
2018,8,25,13,97.89,4.03,11.9,0.04,25.79
2018,8,25,14,97.83,4.12,11.41,0.04,25.8
2018,8,25,15,97.81,4.72,11.11,0.03,25.08
2018,8,25,16,97.82,5.91,11.54,0.02,23.48
2018,8,25,17,97.87,6.81,12.33,0.01,21.88
2018,8,25,18,97.93,6.69,12.76,0.0,20.28
2018,8,25,19,98.0,6.31,12.63,0.0,19.65
2018,8,25,20,98.07,5.6,12.21,0.0,19.42
2018,8,25,21,98.1,4.4,11.84,0.01,19.33
2018,8,25,22,98.12,3.29,11.47,0.01,19.4
2018,8,25,23,98.13,2.4,11.35,0.01,19.34
2018,8,26,0,98.11,2.06,11.35,0.01,19.28
2018,8,26,1,98.09,2.01,11.35,0.01,19.25
2018,8,26,2,98.08,2.03,11.41,0.01,19.19
2018,8,26,3,98.06,2.17,11.6,0.01,19.19
2018,8,26,4,98.06,2.36,11.78,0.01,19.12
2018,8,26,5,98.08,2.66,12.02,0.02,19.36
2018,8,26,6,98.12,3.77,12.27,0.02,20.32
2018,8,26,7,98.14,4.59,12.39,0.02,21.36
2018,8,26,8,98.16,5.07,12.15,0.02,22.83
2018,8,26,9,98.16,5.39,11.96,0.02,23.71
2018,8,26,10,98.14,5.52,11.78,0.02,24.01
2018,8,26,11,98.11,5.27,11.47,0.02,24.33
2018,8,26,12,98.06,4.76,11.11,0.02,24.77
2018,8,26,13,97.99,4.27,10.8,0.01,26.08
2018,8,26,14,97.91,4.05,10.56,0.0,27.05
2018,8,26,15,97.85,4.21,10.38,0.0,27.38
2018,8,26,16,97.82,4.55,10.31,0.0,26.94
2018,8,26,17,97.82,4.63,10.5,0.0,25.67
2018,8,26,18,97.85,3.81,11.23,0.0,22.91
2018,8,26,19,97.92,3.67,11.54,0.0,21.48
2018,8,26,20,97.99,3.14,11.84,0.0,20.58
2018,8,26,21,98.03,2.71,12.08,0.0,20.0
2018,8,26,22,98.06,2.43,12.33,0.0,19.69
2018,8,26,23,98.09,2.16,12.63,0.0,19.58
2018,8,27,0,98.08,1.85,12.88,0.0,19.62
2018,8,27,1,98.08,1.47,13.0,0.0,19.74
2018,8,27,2,98.07,1.06,13.12,0.0,19.96
2018,8,27,3,98.07,0.69,13.12,0.0,20.05
2018,8,27,4,98.09,0.37,13.06,0.0,19.96
2018,8,27,5,98.12,0.38,13.0,0.0,19.95
2018,8,27,6,98.17,0.91,13.37,0.01,21.6
2018,8,27,7,98.2,1.53,13.61,0.01,23.55
2018,8,27,8,98.22,2.12,13.67,0.01,25.29
2018,8,27,9,98.24,2.7,13.85,0.01,26.55
2018,8,27,10,98.24,3.15,13.98,0.01,27.58
2018,8,27,11,98.21,3.54,14.04,0.01,28.42
2018,8,27,12,98.19,3.83,14.1,0.01,29.08
2018,8,27,13,98.15,4.1,14.04,0.01,29.51
2018,8,27,14,98.12,4.38,13.98,0.0,29.62
2018,8,27,15,98.08,4.64,13.85,0.0,29.33
2018,8,27,16,98.07,4.98,13.92,0.0,28.62
2018,8,27,17,98.07,5.41,14.4,0.0,27.04
2018,8,27,18,98.11,4.86,15.2,0.0,24.72
2018,8,27,19,98.19,3.91,15.87,0.0,23.3
2018,8,27,20,98.25,2.64,16.17,0.0,22.67
2018,8,27,21,98.28,1.93,16.17,0.01,22.56
2018,8,27,22,98.29,1.57,16.05,0.01,22.42
2018,8,27,23,98.3,1.47,15.99,0.01,22.26
2018,8,28,0,98.27,1.33,15.87,0.01,22.15
2018,8,28,1,98.26,1.17,15.75,0.01,22.05
2018,8,28,2,98.25,1.1,15.62,0.01,21.92
2018,8,28,3,98.25,1.2,15.5,0.01,21.58
2018,8,28,4,98.27,1.46,15.38,0.01,21.17
2018,8,28,5,98.29,1.49,15.26,0.01,21.08
2018,8,28,6,98.3,1.72,15.38,0.0,22.74
2018,8,28,7,98.28,1.54,15.08,0.0,24.13
2018,8,28,8,98.27,1.47,14.16,0.0,26.12
2018,8,28,9,98.25,2.22,13.79,0.0,27.57
2018,8,28,10,98.24,3.49,13.85,0.0,28.57
2018,8,28,11,98.25,4.63,13.98,0.01,29.26
2018,8,28,12,98.24,5.13,13.92,0.01,29.23
2018,8,28,13,98.24,4.87,13.61,0.03,28.8
2018,8,28,14,98.22,4.15,13.06,0.06,28.55
2018,8,28,15,98.18,3.87,12.76,0.05,28.15
2018,8,28,16,98.13,3.46,12.76,0.08,27.04
2018,8,28,17,98.1,2.51,13.12,0.04,25.46
2018,8,28,18,97.99,2.46,12.51,0.04,24.03
2018,8,28,19,97.98,0.59,12.82,0.04,22.59
2018,8,28,20,98.07,1.78,13.24,0.03,21.94
2018,8,28,21,98.08,2.19,13.37,0.05,21.33
2018,8,28,22,98.11,2.52,13.43,0.19,20.74
2018,8,28,23,98.13,2.84,13.37,0.26,20.41
2018,8,29,0,98.1,3.72,13.18,0.24,20.65
2018,8,29,1,98.13,5.58,12.94,0.52,20.69
2018,8,29,2,98.15,6.16,13.0,0.88,20.51
2018,8,29,3,98.12,4.83,13.12,0.25,20.48
2018,8,29,4,98.06,3.07,13.18,0.02,20.6
2018,8,29,5,98.07,2.09,13.12,0.0,20.81
2018,8,29,6,98.12,1.3,13.24,0.0,22.32
2018,8,29,7,98.17,0.88,12.51,0.0,23.9
2018,8,29,8,98.23,1.98,12.27,0.0,25.26
2018,8,29,9,98.27,2.21,12.57,0.0,25.87
2018,8,29,10,98.27,2.27,12.88,0.01,26.76
2018,8,29,11,98.24,2.47,13.0,0.01,27.94
2018,8,29,12,98.23,2.73,13.06,0.02,28.76
2018,8,29,13,98.21,3.05,13.06,0.04,29.01
2018,8,29,14,98.19,3.26,13.12,0.04,28.74
2018,8,29,15,98.19,3.35,13.24,0.04,28.18
2018,8,29,16,98.19,3.29,13.43,0.04,27.2
2018,8,29,17,98.21,3.11,13.92,0.04,25.83
2018,8,29,18,98.24,2.23,14.65,0.03,23.77
2018,8,29,19,98.31,1.97,14.89,0.04,22.77
2018,8,29,20,98.37,1.65,15.01,0.05,22.23
2018,8,29,21,98.41,1.25,14.95,0.05,21.96
2018,8,29,22,98.42,0.65,14.83,0.05,22.0
2018,8,29,23,98.42,0.09,14.65,0.05,22.03
2018,8,30,0,98.4,0.44,14.47,0.04,21.9
2018,8,30,1,98.37,0.7,14.34,0.03,21.59
2018,8,30,2,98.36,0.89,14.22,0.03,21.23
2018,8,30,3,98.34,1.01,14.1,0.02,20.88
2018,8,30,4,98.34,1.15,14.1,0.02,20.64
2018,8,30,5,98.37,1.28,14.16,0.02,20.63
2018,8,30,6,98.4,2.11,14.53,0.03,22.37
2018,8,30,7,98.4,3.42,14.4,0.05,23.9
2018,8,30,8,98.42,4.31,13.92,0.06,25.4
2018,8,30,9,98.45,4.92,13.67,0.07,26.05
2018,8,30,10,98.44,5.54,13.55,0.07,26.73
2018,8,30,11,98.41,6.0,13.37,0.08,27.48
2018,8,30,12,98.38,6.16,13.18,0.07,28.09
2018,8,30,13,98.33,6.03,13.0,0.06,28.22
2018,8,30,14,98.29,5.83,12.88,0.05,28.08
2018,8,30,15,98.27,5.54,12.82,0.04,27.23
2018,8,30,16,98.26,5.11,13.0,0.03,26.32
2018,8,30,17,98.27,4.53,13.31,0.02,25.29
2018,8,30,18,98.3,3.36,13.79,0.1,23.52
2018,8,30,19,98.35,3.03,14.1,0.06,22.37
2018,8,30,20,98.4,2.72,14.22,0.05,21.72
2018,8,30,21,98.41,2.53,14.28,0.15,21.45
2018,8,30,22,98.41,2.48,14.34,0.43,21.39
2018,8,30,23,98.41,2.37,14.34,0.83,21.24
2018,8,31,0,98.38,2.3,14.47,1.04,21.06
2018,8,31,1,98.34,2.38,14.47,1.2,20.92
2018,8,31,2,98.32,2.56,14.47,1.31,20.84
2018,8,31,3,98.3,2.99,14.47,1.34,20.84
2018,8,31,4,98.31,3.39,14.4,1.37,20.67
2018,8,31,5,98.33,3.94,14.34,1.28,20.62
2018,8,31,6,98.36,4.83,14.34,1.27,20.98
2018,8,31,7,98.4,5.53,14.1,1.36,21.37
2018,8,31,8,98.42,5.89,13.85,1.56,21.9
2018,8,31,9,98.45,5.82,13.55,1.75,22.26
2018,8,31,10,98.47,5.51,13.37,1.82,22.48
2018,8,31,11,98.44,5.22,13.37,1.56,22.81
2018,8,31,12,98.42,4.74,13.31,1.3,23.25
2018,8,31,13,98.38,4.14,13.18,0.92,24.04
2018,8,31,14,98.34,3.65,13.0,0.59,24.39
2018,8,31,15,98.3,3.42,12.88,0.33,24.34
2018,8,31,16,98.29,3.49,12.88,0.17,23.81
2018,8,31,17,98.3,3.7,13.18,0.03,22.73
2018,8,31,18,98.34,2.9,13.43,0.0,21.08
2018,8,31,19,98.4,2.36,13.24,0.0,20.37
2018,8,31,20,98.46,2.0,12.94,0.0,20.06
2018,8,31,21,98.49,1.77,12.82,0.0,20.01
2018,8,31,22,98.51,1.61,12.76,0.01,20.1
2018,8,31,23,98.52,1.58,12.76,0.01,20.05
2018,9,1,0,98.49,1.64,12.7,0.01,19.86
2018,9,1,1,98.45,1.72,12.57,0.01,19.63
2018,9,1,2,98.42,1.87,12.51,0.01,19.48
2018,9,1,3,98.4,2.0,12.51,0.01,19.4
2018,9,1,4,98.4,2.08,12.39,0.02,19.32
2018,9,1,5,98.42,2.06,12.45,0.02,19.47
2018,9,1,6,98.45,2.47,12.63,0.03,20.72
2018,9,1,7,98.48,2.91,12.45,0.04,21.67
2018,9,1,8,98.49,3.29,12.39,0.07,22.61
2018,9,1,9,98.49,3.63,12.45,0.1,23.4
2018,9,1,10,98.46,3.88,12.57,0.14,24.13
2018,9,1,11,98.42,4.1,12.7,0.16,25.08
2018,9,1,12,98.38,4.38,12.76,0.15,25.61
2018,9,1,13,98.33,4.61,12.88,0.12,25.81
2018,9,1,14,98.28,4.59,13.0,0.09,25.36
2018,9,1,15,98.25,4.42,13.18,0.06,24.98
2018,9,1,16,98.23,4.38,13.24,0.04,24.46
2018,9,1,17,98.23,4.46,13.43,0.02,23.39
2018,9,1,18,98.28,3.96,13.49,0.01,21.9
2018,9,1,19,98.37,3.7,13.31,0.01,21.2
2018,9,1,20,98.44,3.54,13.12,0.01,20.87
2018,9,1,21,98.49,2.94,13.0,0.01,20.66
2018,9,1,22,98.49,1.94,13.0,0.01,20.44
2018,9,1,23,98.47,1.5,12.88,0.0,20.15
2018,9,2,0,98.43,1.01,12.7,0.0,20.21
2018,9,2,1,98.37,0.6,12.57,0.01,20.38
2018,9,2,2,98.33,0.67,12.33,0.01,20.35
2018,9,2,3,98.29,1.01,12.08,0.01,20.05
2018,9,2,4,98.27,1.36,11.78,0.01,19.78
2018,9,2,5,98.28,1.65,11.6,0.02,19.6
2018,9,2,6,98.29,1.93,11.66,0.02,20.88
2018,9,2,7,98.31,2.22,11.66,0.02,22.09
2018,9,2,8,98.3,2.5,11.96,0.03,23.15
2018,9,2,9,98.28,2.83,12.45,0.04,23.9
2018,9,2,10,98.25,3.03,13.06,0.05,24.59
2018,9,2,11,98.2,3.1,13.43,0.06,25.8
2018,9,2,12,98.13,3.24,13.55,0.07,26.82
2018,9,2,13,98.05,3.45,13.61,0.09,27.41
2018,9,2,14,97.97,3.69,13.67,0.07,27.46
2018,9,2,15,97.93,4.07,13.73,0.07,27.13
2018,9,2,16,97.91,4.83,14.16,0.04,26.05
2018,9,2,17,97.93,5.57,14.83,0.03,24.13
2018,9,2,18,97.97,5.28,15.32,0.03,22.49
2018,9,2,19,98.03,5.03,15.32,0.04,21.94
2018,9,2,20,98.08,4.89,15.01,0.05,21.59
2018,9,2,21,98.09,4.41,14.77,0.06,21.26
2018,9,2,22,98.08,3.95,14.59,0.06,21.05
2018,9,2,23,98.06,3.52,14.47,0.08,20.91
2018,9,3,0,98.02,3.08,14.47,0.03,20.81
2018,9,3,1,97.99,2.59,14.53,0.03,20.72
2018,9,3,2,97.95,2.21,14.59,0.02,20.61
2018,9,3,3,97.92,2.06,14.65,0.02,20.49
2018,9,3,4,97.9,1.94,14.71,0.02,20.37
2018,9,3,5,97.91,1.79,14.77,0.02,20.44
2018,9,3,6,97.93,2.16,15.01,0.02,21.73
2018,9,3,7,97.95,2.08,15.14,0.02,22.97
2018,9,3,8,97.96,2.05,14.83,0.02,24.75
2018,9,3,9,97.96,2.34,14.53,0.03,26.12
2018,9,3,10,97.94,2.65,14.34,0.04,27.09
2018,9,3,11,97.91,2.93,14.1,0.04,27.53
2018,9,3,12,97.89,3.17,14.04,0.04,26.96
2018,9,3,13,97.86,3.3,14.16,0.03,26.18
2018,9,3,14,97.84,3.37,14.47,0.03,25.62
2018,9,3,15,97.82,3.23,14.59,0.02,25.15
2018,9,3,16,97.79,3.03,14.71,0.02,24.58
2018,9,3,17,97.8,2.48,14.95,0.02,23.68
2018,9,3,18,97.82,1.69,15.01,0.08,22.58
2018,9,3,19,97.84,1.19,15.01,0.09,22.16
2018,9,3,20,97.8,1.68,15.14,0.12,21.9
2018,9,3,21,97.83,1.86,15.2,0.12,21.55
2018,9,3,22,97.91,1.55,15.26,0.17,21.71
2018,9,3,23,97.88,0.8,15.2,0.19,21.77
2018,9,4,0,97.86,0.32,15.08,0.14,21.93
2018,9,4,1,97.81,0.38,14.95,0.09,21.77
2018,9,4,2,97.76,0.87,14.83,0.06,21.3
2018,9,4,3,97.73,1.68,14.71,0.05,20.48
2018,9,4,4,97.74,1.57,14.59,0.05,20.23
2018,9,4,5,97.79,0.87,14.47,0.07,20.45
2018,9,4,6,97.83,0.81,14.65,0.09,21.47
2018,9,4,7,97.85,0.92,14.34,0.1,22.8
2018,9,4,8,97.86,0.39,13.31,0.08,24.51
2018,9,4,9,97.83,0.87,12.51,0.08,26.22
2018,9,4,10,97.81,2.07,12.51,0.08,27.04
2018,9,4,11,97.8,2.7,12.94,0.07,27.28
2018,9,4,12,97.8,3.01,13.24,0.07,27.33
2018,9,4,13,97.8,3.33,13.43,0.07,27.28
2018,9,4,14,97.79,3.57,13.61,0.06,26.96
2018,9,4,15,97.79,3.66,13.79,0.07,26.37
2018,9,4,16,97.8,3.62,13.92,0.07,25.51
2018,9,4,17,97.81,3.23,14.34,0.07,24.26
2018,9,4,18,97.83,2.68,14.83,0.06,22.62
2018,9,4,19,97.88,2.65,14.83,0.06,21.96
2018,9,4,20,97.93,2.53,14.77,0.05,21.44
2018,9,4,21,97.94,2.53,14.71,0.05,20.95
2018,9,4,22,97.95,2.58,14.59,0.05,20.5
2018,9,4,23,97.95,2.54,14.4,0.05,20.16
2018,9,5,0,97.94,2.43,14.34,0.05,19.9
2018,9,5,1,97.93,2.33,14.22,0.05,19.67
2018,9,5,2,97.92,2.19,14.1,0.04,19.58
2018,9,5,3,97.93,2.2,13.98,0.04,19.37
2018,9,5,4,97.92,2.34,13.73,0.04,19.06
2018,9,5,5,97.95,2.44,13.55,0.03,18.98
2018,9,5,6,97.97,2.72,13.73,0.03,20.94
2018,9,5,7,97.98,2.95,13.37,0.04,22.59
2018,9,5,8,98.0,3.03,12.76,0.05,24.56
2018,9,5,9,98.0,3.27,12.63,0.05,25.83
2018,9,5,10,98.0,3.4,12.82,0.05,26.51
2018,9,5,11,97.97,3.41,12.94,0.06,27.01
2018,9,5,12,97.95,3.39,13.06,0.06,27.28
2018,9,5,13,97.91,3.4,13.12,0.06,27.25
2018,9,5,14,97.86,3.52,13.12,0.06,27.0
2018,9,5,15,97.83,3.76,13.12,0.06,26.5
2018,9,5,16,97.79,4.3,13.24,0.14,25.62
2018,9,5,17,97.75,4.37,13.67,0.51,24.09
2018,9,5,18,97.83,2.3,14.53,0.82,22.16
2018,9,5,19,97.88,2.03,14.95,0.86,21.78
2018,9,5,20,97.88,2.46,14.83,0.98,21.42
2018,9,5,21,97.87,2.6,14.71,1.12,21.1
2018,9,5,22,97.86,2.6,14.59,1.17,20.96
2018,9,5,23,97.83,2.61,14.53,1.05,20.83
2018,9,6,0,97.78,2.33,14.53,1.15,20.71
2018,9,6,1,97.76,1.96,14.59,1.31,20.62
2018,9,6,2,97.75,1.66,14.59,1.33,20.52
2018,9,6,3,97.76,1.53,14.47,1.32,20.32
2018,9,6,4,97.79,1.64,14.22,1.14,20.05
2018,9,6,5,97.81,2.03,13.98,0.63,19.79
2018,9,6,6,97.83,2.96,13.73,0.31,20.57
2018,9,6,7,97.84,3.52,13.12,0.17,21.58
2018,9,6,8,97.87,3.11,12.39,0.08,23.06
2018,9,6,9,97.87,2.02,11.47,0.04,24.76
2018,9,6,10,97.87,0.68,10.93,0.02,26.1
2018,9,6,11,97.85,1.33,10.8,0.03,26.68
2018,9,6,12,97.82,2.25,10.8,0.03,26.93
2018,9,6,13,97.8,2.79,10.86,0.04,26.92
2018,9,6,14,97.78,3.11,10.93,0.05,26.65
2018,9,6,15,97.76,3.1,10.93,0.04,26.13
2018,9,6,16,97.77,2.9,10.99,0.02,25.32
2018,9,6,17,97.79,2.27,11.78,0.02,23.83
2018,9,6,18,97.84,2.09,12.63,0.01,21.49
2018,9,6,19,97.9,2.12,12.7,0.02,20.56
2018,9,6,20,97.94,1.99,12.7,0.04,19.89
2018,9,6,21,97.95,1.81,12.7,0.05,19.42
2018,9,6,22,97.96,1.59,12.82,0.05,19.24
2018,9,6,23,97.96,1.46,12.82,0.05,19.17
2018,9,7,0,97.97,1.53,12.88,0.05,19.0
2018,9,7,1,97.98,1.63,12.88,0.05,18.84
2018,9,7,2,98.0,1.7,12.82,0.06,18.75
2018,9,7,3,98.03,1.72,12.82,0.07,18.72
2018,9,7,4,98.04,1.81,12.88,0.07,18.71
2018,9,7,5,98.04,1.87,12.94,0.07,18.8
2018,9,7,6,98.07,1.85,13.31,0.07,20.32
2018,9,7,7,98.09,2.09,13.24,0.09,21.59
2018,9,7,8,98.11,2.46,12.88,0.1,22.98
2018,9,7,9,98.13,2.85,12.45,0.09,24.01
2018,9,7,10,98.15,3.32,12.15,0.08,24.78
2018,9,7,11,98.14,3.86,12.02,0.07,25.37
2018,9,7,12,98.14,4.28,11.84,0.06,25.47
2018,9,7,13,98.12,4.36,11.72,0.06,25.4
2018,9,7,14,98.1,4.23,11.66,0.05,25.22
2018,9,7,15,98.09,4.0,11.6,0.03,24.9
2018,9,7,16,98.11,3.85,11.66,0.01,24.29
2018,9,7,17,98.15,3.71,12.08,0.01,23.12
2018,9,7,18,98.19,2.78,12.88,0.01,21.05
2018,9,7,19,98.25,2.5,13.18,0.01,20.3
2018,9,7,20,98.3,2.2,13.43,0.01,19.81
2018,9,7,21,98.31,1.84,13.49,0.02,19.81
2018,9,7,22,98.32,1.27,13.43,0.01,20.11
2018,9,7,23,98.33,0.58,13.37,0.01,20.42
2018,9,8,0,98.32,0.64,13.24,0.01,20.23
2018,9,8,1,98.33,0.93,13.12,0.01,20.02
2018,9,8,2,98.35,0.93,12.94,0.02,19.96
2018,9,8,3,98.36,0.85,12.82,0.02,19.81
2018,9,8,4,98.36,0.94,12.7,0.02,19.6
2018,9,8,5,98.38,1.18,12.57,0.02,19.32
2018,9,8,6,98.4,1.56,12.88,0.03,20.36
2018,9,8,7,98.4,1.28,13.0,0.04,21.67
2018,9,8,8,98.39,0.91,12.51,0.04,23.45
2018,9,8,9,98.36,1.39,12.08,0.04,25.23
2018,9,8,10,98.41,2.53,12.08,0.04,26.15
2018,9,8,11,98.41,3.3,12.15,0.03,26.47
2018,9,8,12,98.36,3.18,12.21,0.02,26.16
